순번,사업구분,항공사,등록기호,형식,제작번호,제작일자,기령(년),등록일자,좌석,최대이륙중량,정치장,도입형태,ICAO,IATA
92,국제항공운송사업,대한항공,HL8084,B787-9,34813,17.08.29,8,17.09.07,269,557000lbs,제주국제공항,임차,B789,789
93,국제항공운송사업,대한항공,HL8077,B777F,62697,17.10.04,8,17.10.16,,347.81ton,제주국제공항,임차,B77L,77L
94,국제항공운송사업,대한항공,HL8085,B787-9,34814,17.12.09,8,17.12.20,269,557000lbs,제주국제공항,임차,B789,789
95,국제항공운송사업,대한항공,HL8092,A220-300,55018,17.10.02,8,17.12.22,127,67585kg,청주국제공항,임구,BCS3,223
96,국제항공운송사업,대한항공,HL8093,A220-300,55019,17.11.07,8,17.12.29,127,67585kg,김포공항,임구,BCS3,223
97,국제항공운송사업,대한항공,HL7202,B777-300ER,60377,18.01.16,8,18.02.06,277,344.73ton,청주국제공항,임구,B77W,77W
98,국제항공운송사업,대한항공,HL7200,A220-300,55022,18.01.25,8,18.03.13,127,67585kg,제주국제공항,임차,BCS3,223
99,국제항공운송사업,대한항공,HL7203,B777-300ER,60378,18.02.06,8,18.03.20,277,344.73ton,김포공항,구매,B77W,77W
100,국제항공운송사업,대한항공,HL7201,A220-300,55024,18.03.25,8,18.03.29,127,67585kg,청주국제공항,임구,BCS3,223
101,국제항공운송사업,대한항공,HL7204,B777-300ER,60380,18.03.10,8,18.03.30,277,344.73ton,제주국제공항,구매,B77W,77W
102,국제항공운송사업,대한항공,HL7205,B777-300ER,60379,18.05.19,8,18.05.30,277,344.73ton,청주국제공항,임구,B77W,77W
103,국제항공운송사업,대한항공,HL8313,A220-300,55031,18.05.15,8,18.05.31,127,67585kg,청주국제공항,임구,BCS3,223
104,국제항공운송사업,대한항공,HL7206,B787-9,34815,18.05.22,8,18.06.14,269,557000lbs,김포공항,임구,B789,789
105,국제항공운송사업,대한항공,HL8311,A220-300,55026,18.06.17,8,18.07.09,127,67585kg,김포공항,임구,BCS3,223
106,국제항공운송사업,대한항공,HL7207,B787-9,34816,18.07.13,8,18.07.25,269,557000lbs,제주공항,구매,B789,789
107,국제항공운송사업,대한항공,HL8312,A220-300,55028,18.07.18,8,18.08.10,127,67585kg,제주국제공항,임구,BCS3,223
108,국제항공운송사업,대한항공,HL7208,B787-9,34817,18.09.09,7,18.09.20,269,557000lbs,청주국제공항,임구,B789,789
109,국제항공운송사업,대한항공,HL8314,A220-300,55035,18.08.27,7,18.09.28,127,67585kg,인천국제공항,임구,BCS3,223
110,국제항공운송사업,대한항공,HL7209,B787-9,34818,18.12.12,7,18.12.19,269,557000lbs,김포공항,임구,B789,789
111,국제항공운송사업,대한항공,HL8315,A220-300,55037,18.11.30,7,18.12.20,127,67585kg,김포공항,임구,BCS3,223
112,국제항공운송사업,대한항공,HL8091,A220-300,55049,19.01.21,7,19.02.28,127,67585kg,제주국제공항,임구,BCS3,223
113,국제항공운송사업,대한항공,HL8345,B787-9,34819,19.02.19,7,19.03.12,269,557000lbs,제주공항,임구,B789,789
114,국제항공운송사업,대한항공,HL8346,B777-300ER,63434,19.04.21,7,19.05.14,277,344.73ton,청주국제공항,구매,B77W,77W
115,국제항공운송사업,대한항공,HL8347,B777-300ER,63435,19.06.20,7,19.06.28,277,251.29ton,김포공항,구매,B77W,77W
116,국제항공운송사업,대한항공,HL7701,A330-300,425,01.09.03,24,21.01.22,276,230ton,청주국제공항,구매,A333,333
117,국제항공운송사업,대한항공,HL8348,B737-8,63436,19.04.18,7,22.02.11,140,72303kg,제주국제공항,임구,B38M,7M8
118,국제항공운송사업,대한항공,HL8349,B737-8,63437,19.06.04,7,22.03.22,140,72303kg,제주국제공항,임구,B38M,7M8
119,국제항공운송사업,대한항공,HL8350,B737-8,63438,19.07.20,7,22.05.02,140,72303kg,제주공항,임구,B38M,7M8
120,소형항공기운송사업,대한항공,HL8508,B787-8,41987,15.02.19,11,22.06.10,39,219.5ton,제주공항,구매,B788,788
121,국제항공운송사업,대한항공,HL8352,B737-8,63440,19.11.23,6,22.07.26,140,72303kg,제주공항,임구,B38M,7M8
122,국제항공운송사업,대한항공,HL8351,B737-8,63439,19.08.23,7,22.08.30,140,72303kg,제주공항,임차,B38M,7M8
123,국제항공운송사업,대한항공,HL8505,A321-200 NEO,10977,22.10.06,3,22.10.25,182,89ton,제주공항,구매,A21N,32Q
124,국제항공운송사업,대한항공,HL8506,A321-200 NEO,11094,22.12.08,3,23.01.10,182,89ton,제주국제공항,임구,A21N,32Q
125,국제항공운송사업,대한항공,HL8509,A321-200 NEO,11191,23.02.07,3,23.02.21,182,89ton,제주국제공항,구매,A21N,32Q
126,국제항공운송사업,대한항공,HL8528,A321-200 NEO,11290,23.03.28,3,23.04.17,182,89ton,제주국제공항,임구,A21N,32Q
127,국제항공운송사업,대한항공,HL8529,A321-200 NEO,11296,23.04.24,3,23.06.12,182,89ton,제주국제공항,임구,A21N,32Q
128,국제항공운송사업,대한항공,HL8530,A321-200 NEO,11405,23.07.12,3,23.07.21,182,89ton,제주국제공항,임구,A21N,32Q
129,국제항공운송사업,대한항공,HL8531,A321-200 NEO,11528,23.10.11,2,23.10.11,182,89ton,제주국제공항,구매,A21N,32Q
130,국제항공운송사업,대한항공,HL8390,B787-9,37388,23.10.23,2,23.10.23,278,545000lbs,제주국제공항,임구,B789,789
131,국제항공운송사업,대한항공,HL8532,A321-200 NEO,11565,23.10.30,2,23.10.30,182,89ton,제주국제공항,구매,A21N,32Q
132,국제항공운송사업,대한항공,HL8556,A321-200 NEO,11444,23.11.22,2,23.11.22,182,89ton,제주국제공항,구매,A21N,32Q
133,국제항공운송사업,대한항공,HL8391,B787-9,37389,23.12.27,2,23.12.27,278,545000lbs,제주국제공항,임구,B789,789
134,국제항공운송사업,대한항공,HL8393,B787-9,35168,24.02.08,2,24.02.23,278,545000lbs,제주국제공항,임구,B789,789
135,국제항공운송사업,대한항공,HL8557,A321-200 NEO,11497,24.04.23,2,24.04.23,182,89ton,제주국제공항,임구,A21N,32Q
136,국제항공운송사업,대한항공,HL8558,A321-200 NEO,11588,24.06.20,2,24.06.20,182,89ton,제주국제공항,구매,A21N,32Q
137,국제항공운송사업,대한항공,HL8515,B787-10,66878,24.07.19,2,24.07.19,325,254012kg,제주국제공항,임구,B78X,78J
138,국제항공운송사업,대한항공,HL8535,B787-10,60300,24.08.06,2,24.08.06,325,254012kg,청주국제공항,임차,B78X,78J
139,국제항공운송사업,대한항공,HL8559,A321-200 NEO,11848,24.08.27,1,24.08.27,182,89000kg,제주국제공항,임구,A21N,32Q
140,국제항공운송사업,대한항공,HL8536,B787-10,60301,24.09.30,1,24.09.30,325,254012kg,청주국제공항,임차,B78X,78J
141,국제항공운송사업,대한항공,HL8573,B787-10,60306,24.10.31,1,24.10.31,325,254012kg,청주국제공항,임차,B78X,78J
142,국제항공운송사업,대한항공,HL8589,A321-200 NEO,12021,24.11.14,1,24.11.14,182,89000kg,제주국제공항,임구,A21N,32Q
143,국제항공운송사업,대한항공,HL8537,B787-10,60302,24.12.05,1,24.12.05,325,254012kg,청주국제공항,임차,B78X,78J
144,국제항공운송사업,대한항공,HL8590,A321-200 NEO,12111,24.12.09,1,24.12.09,182,89000kg,제주국제공항,임구,A21N,32Q
145,국제항공운송사업,대한항공,HL8591,A321-200 NEO,12134,24.12.17,1,24.12.17,182,89000kg,제주국제공항,임구,A21N,32Q
146,국제항공운송사업,대한항공,HL8598,A350-900,MSN689,24.12.27,1,24.12.27,311,268000kg,제주국제공항,임구,A359,359
147,국제항공운송사업,대한항공,HL8597,A350-900,MSN681,24.12.30,1,24.12.30,311,268000kg,제주국제공항,임구,A359,359
148,국제항공운송사업,대한항공,HL8566,B737-8,63448,25.01.09,1,25.01.09,189,82190kg,제주국제공항,구매,B38M,7M8
149,국제항공운송사업,대한항공,HL8392,B787-9,37390,25.01.17,1,25.01.17,278,247208kg,제주국제공항,임구,B789,789
150,국제항공운송사업,대한항공,HL8572,B787-10,60304,25.02.28,1,25.02.28,325,254012kg,청주국제공항,임차,B78X,78J
151,국제항공운송사업,대한항공,HL8538,B787-10,60303,25.04.01,1,25.04.02,325,254012kg,청주국제공항,임차,B78X,78J
152,국제항공운송사업,대한항공,HL8710,A321-200 NEO,12353,25.04.16,1,25.04.16,182,89000kg,제주국제공항,임구,A21N,32Q
153,국제항공운송사업,대한항공,HL8570,B787-10,66879,25.04.30,1,25.05.01,325,254012kg,제주국제공항,임구,B78X,78J
154,국제항공운송사업,대한항공,HL8574,B787-10,60307,25.06.19,1,25.06.24,325,254012kg,청주국제공항,임차,B78X,78J
155,국제항공운송사업,대한항공,HL8571,B787-10,66881,25.07.03,1,25.07.04,325,254012kg,제주국제공항,임구,B78X,78J
156,국제항공운송사업,대한항공,HL8567,B737-8,63449,25.09.16,0,25.09.17,158,72303kg,제주국제공항,임구,B38M,7M8
157,국제항공운송사업,대한항공,HL8711,A321-200 NEO,12691,25.09.26,0,25.09.29,182,89000kg,제주국제공항,임구,A21N,32Q
158,국제항공운송사업,대한항공,HL8732,B787-10,66883,25.10.15,0,25.10.16,325,254012kg,제주국제공항,임구,B78X,78J
159,국제항공운송사업,대한항공,HL8712,A321-200 NEO,12849,25.11.04,0,25.11.05,182,89000kg,제주국제공항,구매,A21N,32Q
160,국제항공운송사업,대한항공,HL8575,B787-10,60308,25.11.12,0,25.11.13,325,254012kg,김해공항,임차,B78X,78J
161,국제항공운송사업,대한항공,HL8576,B787-10,60309,25.12.04,0,25.12.05,325,254012kg,김해공항,임구,B78X,78J
162,국제항공운송사업,대한항공,HL8713,A321-200 NEO,12952,25.12.06,0,25.12.08,182,89000kg,제주국제공항,임차,A21N,32Q
163,국제항공운송사업,대한항공,HL8577,B787-10,60310,26.01.07,0,26.01.08,325,254012kg,김해공항,임차,B78X,78J
164,소형항공기운송사업,대한항공,HL8745,GVIII-G800,88021,26.02.26,0,26.03.03,13,47899kg,인천국제공항,구매,G800,
165,국제항공운송사업,대한항공,HL8746,A350-900,771,26.03.05,0,26.03.05,311,268000kg,인천국제공항,임구,A359,359
166,국제항공운송사업,대한항공,HL8733,B787-10,66884,26.03.23,0,26.03.24,325,254012kg,인천국제공항,임구,B78X,78J
167,국제항공운송사업,대한항공,HL8747,A321-200 NEO,13119,26.04.02,0,26.04.02,182,89000kg,제주국제공항,구매,A21N,32Q
168,국제항공운송사업,대한항공,HL8734,B787-10,66885,26.04.29,0,26.04.30,325,254012kg,제주국제공항,구매,B78X,78J
169,국제항공운송사업,대한항공,HL8735,B787-10,66886,26.07.20,0,26.07.21,325,254012kg,제주국제공항,임구,B78X,78J
170,국제항공운송사업,대한항공,HL7553,A330-300,267,99.04.16,27,99.06.04,276,215.28ton,인천국제공항,구매,A333,333
171,국제항공운송사업,대한항공,HL7532,B777-300,28371,98.08.13,28,99.08.12,338,272.97ton,인천국제공항,구매,B773,773
172,국제항공운송사업,대한항공,HL7533,B777-300,27948,98.10.21,27,99.08.12,338,272.97ton,인천국제공항,구매,B773,773
173,국제항공운송사업,대한항공,HL7554,A330-300,256,99.01.04,27,99.08.30,276,215.28ton,김포공항,구매,A333,333
174,국제항공운송사업,대한항공,HL7534,B777-300,27950,98.01.04,28,99.12.28,338,272.97ton,인천국제공항,구매,B773,773
1,항공기사용사업,대한항업 주식회사,HL5112,C-208B,208b1131,05.05.26,21,07.08.28,14,3.969ton,김포공항,임차,C208,CN1
1,항공기사용사업,동광지엔티,HL1076,TU-206G,U20606801,83.11.18,42,04.08.25,6,1.633ton,김포공항,구매,C206,
2,항공기사용사업,동광지엔티,HL1277,T-206H,T20608366,02.05.22,24,18.05.28,6,1710kg,김포공항,구매,C206,
1,항공기사용사업,명화지리정보(주),HL5263,E90,LW-168,76.01.14,50,25.01.09,6,4581kg,김포공항,구매,E90,
1,항공기사용사업,모아소프트,HL1116,C-172R,17280718,99.06.08,27,10.06.23,4,1.111ton,울진비행장,구매,C172,CN1
1,국가기관,부산광역시,HL9499,AW139,41533,18.02.06,8,18.03.30,14,7000kg,부산시 해운대,구매,A139,
2,국가기관,부산광역시,HL9694,AW139,32032,23.10.31,2,23.12.26,14,7000kg,부산시 해운대,구매,A139,
1,국가기관,비행점검센터,HL7778,HAWKER 750,HB-74,11.12.07,14,13.03.25,8,12247kg,김포공항,구매,H25B,H25
2,국가기관,비행점검센터,HL7779,EMB-550,55020153,22.05.23,4,23.10.10,8,19440kg,김포공항,구매,E550,
3,국가기관,비행점검센터,HL7577,CL-600-2B16,5182,95.06.13,31,96.09.05,11,20.460ton,김포공항,구매,CL60,CCJ
1,국가기관,산림청,HL9176,BELL206L-3,51241,98.03.10,28,07.11.29,7,1.882ton,충남 청양,구매,B06T,
2,국가기관,산림청,HL9177,BELL206L-3,51242,88.04.21,38,07.11.29,7,1.882ton,충남 청양군 남양면 돌보길 228 청양산림항공관리소,구매,B06T,
3,국가기관,산림청,HL9178,BELL206L-3,51363,90.06.21,36,07.11.29,7,1.882ton,경북 안동시 바람이길 215 안동산림항공관리소,구매,B06T,
4,국가기관,산림청,HL9179,BELL206L-3,51563,92.03.26,34,07.11.29,7,1.882ton,경남 양산,구매,B06T,
5,국가기관,산림청,HL9180,BELL206L-3,51564,92.03.25,34,07.11.29,7,1.882ton,충남 청양군 남양면 돌보길 228 청양산림항공관리소,구매,B06T,
6,국가기관,산림청,HL9181,AS-350B2,2686,92.11.12,33,07.11.29,6,2.250ton,강원도 원주시 지정면 구재로 229,구매,AS50,
7,국가기관,산림청,HL9183,AS-350B2,2688,93.02.12,33,07.11.29,6,2.25ton,전남 영암군 덕진면 소방항공대길 95 영암산림항공관리소,구매,AS50,
8,국가기관,산림청,HL9409,KA-32T,9007,93.01.30,33,07.11.29,18,11ton,충남 청양,구매,KA32,
9,국가기관,산림청,HL9410,KA-32T,9008,93.01.30,33,07.11.29,18,11ton,경북 안동시 바람이길 215 안동산림항공관리소,구매,KA32,
10,국가기관,산림청,HL9411,KA-32T,9201,95.03.02,31,07.11.29,18,11ton,경남 함양,구매,KA32,
11,국가기관,산림청,HL9412,KA-32T,9202,05.03.02,21,07.11.29,18,11ton,강원도 강릉시 공항길 142-10,구매,KA32,
12,국가기관,산림청,HL9414,KA-32T,9203,95.03.27,31,07.11.29,18,11ton,강원도 원주시 태장동,구매,KA32,
13,국가기관,산림청,HL9415,KA-32T,9010,93.04.14,33,07.11.29,18,11ton,경북 울진군 기성면 기성로 502 울진산림항공관리소,구매,KA32,
14,국가기관,산림청,HL9416,KA-32T,9205,96.05.14,30,07.11.29,18,11ton,경남 함양,구매,KA32,
15,국가기관,산림청,HL9417,KA-32T,9206,96.05.13,30,07.11.29,18,11ton,충북 진천,구매,KA32,
16,국가기관,산림청,HL9418,KA-32T,9604,97.09.30,28,07.11.29,18,11ton,전북 익산,구매,KA32,
17,국가기관,산림청,HL9420,KA-32T,9606,97.10.08,28,07.11.29,18,11ton,울진비행장,구매,KA32,
18,국가기관,산림청,HL9421,KA-32T,9607,97.12.02,28,07.11.29,18,11ton,강원도 원주시 지정면 구재로 229,구매,KA32,
19,국가기관,산림청,HL9422,KA-32T,9608,97.12.17,28,07.11.29,18,11ton,서울시 강서구 하늘길 84 서울산림항공관리소,구매,KA32,
20,국가기관,산림청,HL9423,KA-32T,9609,98.09.19,27,07.11.29,18,11ton,경북안동,구매,KA32,
21,국가기관,산림청,HL9424,KA-32T,9610,99.01.01,27,07.11.29,18,11ton,전남 영암,구매,KA32,
22,국가기관,산림청,HL9425,KA-32T,9612,99.01.06,27,07.11.29,18,11ton,충남 청양,구매,KA32,
23,국가기관,산림청,HL9426,KA-32T,9613,99.09.25,26,07.11.29,18,11ton,경남 양산,구매,KA32,
24,국가기관,산림청,HL9427,KA-32T,9614,99.09.26,26,07.11.29,18,11ton,충북 진천,구매,KA32,
25,국가기관,산림청,HL9428,KA-32T,9615,00.09.20,25,07.11.29,18,11ton,강릉,구매,KA32,
26,국가기관,산림청,HL9429,KA-32T,9616,00.09.29,25,07.11.29,18,11ton,경남 양산,구매,KA32,
27,국가기관,산림청,HL9430,KA-32T,9619,01.10.29,24,07.11.29,18,11ton,서울시 강서구 하늘길 84 서울산림항공관리소,구매,KA32,
28,국가기관,산림청,HL9431,KA-32T,9620,01.12.21,24,07.11.29,18,11ton,원주,구매,KA32,
29,국가기관,산림청,HL9432,KA-32T,9621,03.02.16,23,07.11.29,18,11ton,경북안동,구매,KA32,
30,국가기관,산림청,HL9433,KA-32T,9622,03.02.22,23,07.11.29,18,11ton,강원도 강릉시 공항길 142-10,구매,KA32,
31,국가기관,산림청,HL9434,KA-32T,9623,04.12.05,21,07.11.29,18,11ton,전북 익산,구매,KA32,
32,국가기관,산림청,HL9435,KA-32T,9627,05.10.04,20,07.11.29,18,11ton,강원도 원주시 지정면 구재로 229,구매,KA32,
33,국가기관,산림청,HL9436,KA-32T,9711,06.03.28,20,07.11.29,18,11ton,전남 영암군 덕진면 소방항공대길 95 영암산림항공관리소,구매,KA32,
34,국가기관,산림청,HL9437,KA-32A,9802,06.11.29,19,07.11.29,18,11ton,경남 함양,구매,KA27,
35,국가기관,산림청,HL9442,S-64E,64019,01.12.19,24,07.11.29,5,19.051ton,충북 진천군 문백면 파재로 184-37 진천산림항공관리소,구매,S64,
36,국가기관,산림청,HL9443,S-64E,64038,06.08.10,20,07.11.29,5,64038ton,전라북도 익산시 왕궁면 우주로 433-9,구매,S64,
37,국가기관,산림청,HL9444,S-64E,64027,07.06.30,19,07.11.29,5,19.051ton,충북 진천군 문백면 파재로 184-37 진천산림항공관리소,구매,S64,
38,국가기관,산림청,HL9481,KA-32A,9821,08.12.27,17,09.01.20,16,11ton,강원특별자치도 철원군 김화읍 청양리 556-2,구매,KA27,
39,국가기관,산림청,HL9486,KA-32A,9822,09.12.10,16,09.12.28,16,11ton,강원특별자치도 철원군 김화읍 청양리 556-2,구매,KA27,
40,국가기관,산림청,HL9193,AS-350B2,7207,11.08.17,15,11.09.26,6,2250kg,제주도,구매,AS50,
41,국가기관,산림청,HL9305,BELL206L-3,51356,91.04.30,35,14.06.10,7,1882kg,경남 양산,구매,B06T,
42,국가기관,산림청,HL9306,BELL206L-3,51450,91.04.30,35,14.06.10,7,1882kg,경남 양산,구매,B06T,
43,국가기관,산림청,HL9632,KUH-1FS,KUH-1FS-17-001,18.03.26,8,18.04.05,12,8709kg,경북 함양군 유림면 천왕봉로 3076 함양산림항공관리소,구매,KUH1,
44,국가기관,산림청,HL9650,S-64E,64028,18.06.25,8,18.10.15,5,19051.2kg,강원도 원주시 지정면 구재로 229,구매,S64,
1,국가기관,산림항공본부,HL9659,S-64E,64043,19.10.08,6,19.11.26,5,19051.2kg,강원도 강릉시 공항길 142-10,구매,S64,
2,국가기관,산림항공본부,HL9660,S-64E,64025,19.11.01,6,19.12.26,5,19051.2kg,경북 울진군 기성면 기성로 502 울진산림항공관리소,구매,S64,
3,국가기관,산림항공본부,HL9689,S-64E,64042,22.10.05,3,22.11.18,5,19051.2kg,경북 안동시 바람이길 215 안동산림항공관리소,구매,S64,
4,국가기관,산림항공본부,HL9203,KUHC-1,KUHC-1-24-005,24.10.15,1,24.10.21,12,8709kg,서울시 강서구 하늘길 84 서울산림항공관리소,구매,KUH1,
5,국가기관,산림항공본부,HL9204,KUHC-1,KUHC-1-24-006,24.11.28,1,24.12.09,12,8709kg,서울시 강서구 하늘길 84 서울산림항공관리소,구매,KUH1,
1,항공기사용사업,삼부기술,HL1093,T-206H,T20608368,03.03.27,23,04.12.18,6,1.724ton,김포공항,구매,C206,
1,항공기사용사업,삼아항업,HL5116,C-208B,208B1122,05.04.07,21,09.02.10,11,3969kg,김포공항,구매,C208,CN1
1,항공기사용사업,새한항업(주),HL5113,C-208B,208B0949,02.04.19,24,07.10.01,11,4111kg,김포공항,구매,C208,CN1
1,항공기사용사업,샤프에비에이션케이,HL7214,C-525,525-0505,02.12.18,23,22.01.06,7,10600lbs,인천국제공항,구매,C525,
1,자가용,서**(930),HL1250,C23,M-1997,97.12.20,28,15.10.13,4,1111kg,김포공항,구매,C23,
1,항공기사용사업,서광항업(주),HL1300,T-206H,T20608279,01.03.27,25,23.10.17,6,3600lbs,여수공항,구매,C206,
1,국가기관,서울시,HL9447,AS-365N2,6518,97.07.10,29,07.11.23,14,4.25ton,김포공항,구매,AS65,
2,국가기관,서울시,HL9448,AS-365N2,6535,99.10.16,26,07.11.23,14,4.25ton,김포공항,구매,AS65,
3,국가기관,서울시,HL9639,AW189,49057,18.09.26,7,18.12.30,18,8600kg,김포공항,구매,A189,
1,소형항공기운송사업,섬에어,HL5264,ATR 72-212A,1745,25.12.29,0,25.12.30,72,23000kg,김포공항,임차,AT72,AT7
1,항공기사용사업,세진항공,HL9187,BELL206L-3,51440,91.04.30,35,07.11.15,7,1882kg,한서대학교 태안비행장,구매,B06T,
2,항공기사용사업,세진항공,HL9601,BO105 S,S-741,86.02.13,40,12.09.07,5,2500kg,한서대학교 태안비행장,구매,BO05,
3,항공기사용사업,세진항공,HL9602,BO105 S,S-12,71.09.21,54,13.01.02,5,2500kg,한서대학교 태안비행장,구매,BO05,
4,항공기사용사업,세진항공,HL9612,BO105 S,S-928,97.05.09,29,14.12.11,5,2500kg,한서대학교 태안비행장,구매,BO05,
5,항공기사용사업,세진항공,HL9618,BO105 S,S-13,71.09.28,54,15.12.04,5,2500kg,한서대학교 태안비행장,구매,BO05,
6,항공기사용사업,세진항공,HL9641,S-76A,760093,80.10.22,45,17.11.13,14,4899kg,한서대학교 태안비행장,구매,S76,S76
7,항공기사용사업,세진항공,HL9642,S-76A,760191,81.08.21,45,17.11.13,14,4899kg,한서대학교 태안비행장,구매,S76,S76
8,항공기사용사업,세진항공,HL9630,BO105 S,S-891,94.06.10,32,17.12.21,5,2500kg,한서대학교 태안비행장,구매,BO05,
9,항공기사용사업,세진항공,HL9647,S-76B,760413,93.04.27,33,18.10.15,14,5307kg,한서대학교 태안비행장,구매,S76,S76
10,항공기사용사업,세진항공,HL9671,S-76B,760349,89.06.17,37,21.02.04,14,5307kg,한서대학교 태안비행장,구매,S76,S76
1,항공기사용사업,스카이어드밴처,HL5111,C-208,20800328,00.07.28,26,00.11.16,10,3.628ton,김포공항,구매,C208,CN1
1,항공기사용사업,스타항공,HL9607,MI-2,548720064,84.06.28,42,13.08.27,9,3550kg,예천군 감천면,임차,MI2,
1,항공기사용사업,스페이스,HL2048,PA-31,31-7512047,75.06.26,51,21.05.13,7,3102kg,김포공항,구매,PA31,PA2
1,자가용,신성항공,HL9293,BK117,1005,84.02.09,42,06.08.11,8,2.850ton,한서대학교 태안비행장,구매,BK17,
1,항공기사용사업,신한항업,HL5117,C-208B,208B1123,05.04.18,21,09.07.17,11,3.969ton,김포공항,구매,C208,CN1
1,항공기사용사업,써니항공,HL5239,E90,LW-58,93.07.16,33,13.09.12,4,10100lbs,김포공항,구매,E90,
2,항공기사용사업,써니항공,HL2043,DA 42,42.AC094,07.11.01,18,15.07.14,4,1785kg,김포공항,구매,DA42,
3,항공기사용사업,써니항공,HL1249,C-172S,172S10340,06.10.23,19,16.09.02,4,2550lbs,김포공항,구매,C172,CN1
4,항공기사용사업,써니항공,HL5247,C90A,LJ-1257,91.04.10,35,24.07.30,6,4581kg,김포공항,임차,C90A,
5,항공기사용사업,써니항공,HL5248,C90A,LJ-1289,91.09.27,34,24.07.30,6,4581kg,김포공항,임차,C90A,
1,항공기사용사업,씨러스에비에이션(주),HL7100,SF50,0279,21.07.22,5,21.08.18,7,2722kg,김포공항,구매,SF50,
1,자가용,씨에이엠,HL1278,LAKE 250,86,88.11.17,37,18.01.12,6,3140lbs,김포공항,구매,LAK2,
1,항공기사용사업,아리울항공교육원(유),HL1121,C-152,15282097,78.08.14,48,10.01.07,2,1670lbs,강원도 양양,구매,C152,
1,항공기사용사업,아세아항측,HL2024,PA31-350,31-7852111,78.06.20,48,95.12.21,10,3.175ton,김포공항,구매,PA31,PA2
1,국제항공운송사업,아시아나항공,HL7700,B777-200,30859,02.05.08,24,02.05.24,294,293.9ton,김포공항,구매,B772,772
2,국제항공운송사업,아시아나항공,HL7732,B777-200,29174,04.05.20,22,04.05.27,294,293.9ton,인천국제공항,구매,B772,772
3,국제항공운송사업,아시아나항공,HL7740,A330-300,0676,05.05.31,21,05.07.13,290,230ton,제주국제공항,임차,A333,333
